bookNr,name,dies,sex,age,isHighBorn,isWarg,isMagicUser,isBastard,isPOV,prevChapterAmount,hasValyrianSteel,height,hairColor,eyeColor,houseAllegiance,organization,location,title
1,Robert Arryn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Arryn,none,unknown,
1,Brynden Tully,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tully,none,unknown,Ser
1,Benjen Stark,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Stark,none,unknown,
1,Lysa Arryn,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Arryn,none,unknown,Lady
1,Cersei Lannister,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Lannister,none,unknown,Queen
1,Tommen Baratheon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baratheon,none,unknown,Prince
1,ss Daenerys Targaryen,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,Princess
1,Illyrio Mopatis,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mopatis,none,unknown,Magister
1,Viserys Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,Prince
1,Khal Drogo,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Khal
1,Rhaegar Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,Prince
1,ss Elia Martell,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Martell,none,unknown,Princess
1,Willem Darry,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Darry,none,unknown,Ser
1,Aegon I Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,King
1,Khal Moro,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Khal
1,Khalakka Rhogoro,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Khalakka
1,Jorah Mormont,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mormont,none,unknown,Ser
1,Jaime Lannister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Lannister,none,unknown,Ser
1,Sandor Clegane,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Clegane,none,unknown,
1,Tyrion Lannister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Lannister,none,unknown,
1,Balon Greyjoy,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Greyjoy,none,unknown,Lord
1,Rickard Stark,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Stark,none,unknown,Lord
1,Lyanna Stark,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Stark,none,unknown,
1,Howland Reed,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Reed,none,unknown,Lord
1,Tywin Lannister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Lannister,none,unknown,Lord
1,Joffrey Baratheon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baratheon,none,unknown,Prince
1,ss Myrcella Baratheon,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baratheon,none,unknown,Princess
1,Daeron Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,Prince
1,Edmure Tully,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tully,none,unknown,Ser
1,Brandon Stark,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Stark,none,unknown,
1,Arthur Dayne,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Dayne,none,unknown,Ser
1,Ashara Dayne,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Dayne,none,unknown,Lady
1,Septa Mordane,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Septa
1,Beth Cassel,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Cassel,none,unknown,
1,Lew,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Donnis,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Serwyn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Ser
1,Ryam Redwyne,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Redwyne,none,unknown,Ser
1,Aemon Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,Prince
1,Erryk Cargyll,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Cargyll,none,unknown,Ser
1,Arryk Cargyll,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Cargyll,none,unknown,Ser
1,Gerold Hightower,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Hightower,none,unknown,Ser
1,Barristan Selmy,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Selmy,none,unknown,Ser
1,Boros Blount,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Blount,none,unknown,Ser
1,Gage,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Mikken,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Walder,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Stannis Baratheon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baratheon,none,unknown,
1,Renly Baratheon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baratheon,none,unknown,
1,Petyr Baelish,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baelish,none,unknown,Lord
1,Grand Maester Aethelmure,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Grand Maester
1,Septon Chayle,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Septon
1,Ayrmidon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Irri,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Jhiqui,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Doreah,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Haggo,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Ko Cohollo,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Ko
1,Qotho,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Alyn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Wylla,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Baelor I Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,King
1,Varys,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Yoren,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Loren,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,King
1,Mern,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,King
1,Morrec,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Vayon Poole,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Poole,none,unknown,
1,Hallis Mollen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mollen,none,unknown,
1,Mycah,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Ilyn Payne,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Payne,none,unknown,Ser
1,ss Daeryssa,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Princess
1,Naerys Targaryen,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,Queen
1,Morgil,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Ser
1,Raymun Darry,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Darry,none,unknown,Lord
1,Captain Moreo Tumitis,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tumitis,none,unknown,Captain
1,Aron Santagar,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Santagar,none,unknown,Ser
1,Maegor I Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,King
1,Loras Tyrell,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tyrell,none,unknown,Ser
1,Grenn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Alliser Thorne,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Thorne,none,unknown,Ser
1,Jeren,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Todder,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Dareon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Pypar,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Halder,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Commander Jeor Mormont,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mormont,none,unknown,Lord Commander
1,Aemon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Maester
1,Donal Noye,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Noye,none,unknown,
1,Cotter Pyke,0,M,30,0,0,0,1,0,0,0,5.5,unknown,unknown,Pyke,none,unknown,
1,Bowen Marsh,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Marsh,none,unknown,
1,Mace Tyrell,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tyrell,none,unknown,Lord
1,The Fat One,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,High Septon
1,Helman Tallhart,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tallhart,none,unknown,Ser
1,Galbart Glover,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Glover,none,unknown,Lord
1,Wyman Manderly,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Manderly,none,unknown,Lord
1,Jaremy Rykker,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Rykker,none,unknown,Ser
1,Jyck,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Maege Mormont,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mormont,none,unknown,Lady
1,Yohn Royce,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Royce,none,unknown,Lord
1,Denys Mallister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mallister,none,unknown,Ser
1,Jeyne Poole,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Poole,none,unknown,
1,Jacks,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Porther,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Tomard,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Syrio Forel,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Forel,none,unknown,
1,Aegon III Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,King
1,Maekar I Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,King
1,Colemon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Maester
1,Jaehaerys II Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,King
1,Aegon V Targaryen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Targaryen,none,unknown,King
1,Grand Maester Malleon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Grand Maester
1,Hugh,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Ser
1,Rast,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Albett,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Samwell Tarly,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tarly,none,unknown,
1,Randyll Tarly,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tarly,none,unknown,Lord
1,Qhorin,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Mathis Rowan,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Rowan,none,unknown,Lord
1,Janos Slynt,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Slynt,none,unknown,
1,Lann,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Margaery Tyrell,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Tyrell,none,unknown,Lady
1,Varly,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Beric Dondarrion,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Dondarrion,none,unknown,Lord
1,Tobho Mott,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mott,none,unknown,
1,Gendry,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Masha Heddle,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Heddle,none,unknown,
1,Jason Mallister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mallister,none,unknown,Lord
1,Patrek Mallister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mallister,none,unknown,
1,Shella Whent,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Whent,none,unknown,Lady
1,Walder Frey,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Frey,none,unknown,Lord
1,Marillion,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Alia,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Jonos Bracken,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Bracken,none,unknown,Lord
1,Gregor Clegane,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Clegane,none,unknown,Ser
1,Thoros,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Balon Swann,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Swann,none,unknown,Ser
1,Bryce Caron,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Caron,none,unknown,Lord
1,Andar Royce,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Royce,none,unknown,Ser
1,Robar Royce,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Royce,none,unknown,Ser
1,Horas Redwyne,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Redwyne,none,unknown,Ser
1,Hobber Redwyne,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Redwyne,none,unknown,Ser
1,Jared Frey,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Frey,none,unknown,Ser
1,Hosteen Frey,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Frey,none,unknown,Ser
1,Danwell Frey,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Frey,none,unknown,Ser
1,Emmon Frey,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Frey,none,unknown,Ser
1,Theo Frey,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Frey,none,unknown,Ser
1,Martyn Rivers,0,M,30,0,0,0,1,0,0,0,5.5,unknown,unknown,Rivers,none,unknown,
1,Jalabhar Xho,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Xho,none,unknown,
1,Lothor Brune,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Brune,none,unknown,
1,Moon Boy,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Lancel Lannister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Lannister,none,unknown,
1,Dacks,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Anguy,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Cayn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Chiggen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Bronn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Mohor,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Willis Wode,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Wode,none,unknown,Ser
1,Kurleket,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Lharys,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Godwyn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Roose Bolton,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Bolton,none,unknown,Lord
1,Tanda Stokeworth,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Stokeworth,none,unknown,Lady
1,Donnel Waynwood,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Waynwood,none,unknown,Ser
1,Nestor Royce,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Royce,none,unknown,Lord
1,Mya Stone,0,F,30,0,0,0,1,0,0,0,5.5,unknown,unknown,Stone,none,unknown,
1,Mychel Redfort,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Redfort,none,unknown,
1,Lyn Corbray,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Corbray,none,unknown,Ser
1,Vardis Egen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Egen,none,unknown,Ser
1,Heward,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Wyl,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Chataya,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Barra,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Selyse Baratheon,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baratheon,none,unknown,Lady
1,Tregar,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Joseth,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Kyra,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Bessa,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Stiv,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Hali,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Osha,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Farlen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Quent,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Wallen,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Wayn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Mord,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Albar Royce,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Royce,none,unknown,Ser
1,Eon Hunter,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Hunter,none,unknown,Lord
1,Anya Waynwood,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Waynwood,none,unknown,Lady
1,Martyn Cassel,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Cassel,none,unknown,
1,Theo Wull,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Wull,none,unknown,
1,Ethan Glover,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Glover,none,unknown,
1,Mark Ryswell,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Ryswell,none,unknown,Ser
1,Willam Dustin,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Dustin,none,unknown,Lord
1,Oswell Whent,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Whent,none,unknown,Ser
1,Alyssa Arryn,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Arryn,none,unknown,
1,Vance,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Vance,none,unknown,Lord
1,Clement Piper,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Piper,none,unknown,Lord
1,Morton Waynwood,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Waynwood,none,unknown,Ser
1,Gueren,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Matthar,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Hobb,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Cuger,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Clydas,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Chett,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Gunthor,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Gurn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Shagga,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Dolf,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Conn,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Coratt,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Torrek,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Jaggot,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Karyl Vance,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Vance,none,unknown,Ser
1,Arys Oakheart,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Oakheart,none,unknown,Ser
1,Joss,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Marq Piper,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Piper,none,unknown,Ser
1,Gladden Wylde,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Wylde,none,unknown,Ser
1,Lothar Mallery,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Mallery,none,unknown,Lord
1,Jonquil,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
1,Florian,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Ser
1,Tya Lannister,0,F,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Lannister,none,unknown,
1,Gowen Baratheon,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Baratheon,none,unknown,
1,Khal Ogo,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Khal
1,Khalakka Fogo,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Khalakka
1,Khal Jommo,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Khal
1,Preston Greenfield,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Greenfield,none,unknown,Ser
1,Kevan Lannister,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Lannister,none,unknown,Ser
1,Captain Qos,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Captain
1,Septon Cellador,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,Septon
1,Othell Yarwyck,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,Yarwyck,none,unknown,
1,Borcas,0,M,30,0,0,0,0,0,0,0,5.5,unknown,unknown,,none,unknown,
